2020-08-12 21:10:07.475:RFLOW:RFLOW:Rflow initialized
2020-08-12 21:10:07.575:RFLOW:RDATA.table1:RDATA.table1:Starting initialization for r_node - node - R6
2020-08-12 21:10:07.575:RFLOW:RDATA.table1:RDATA.table1:Generic node class initialization
2020-08-12 21:10:07.575:RFLOW:RDATA.table1:RDATA.table1:r_node class initialization
2020-08-12 21:10:07.575:RFLOW:RDATA.table1:RDATA.table1:Setting up cache
2020-08-12 21:10:07.576:RFLOW:RDATA.table1:RDATA.table1:Writing to persistence storage
2020-08-12 21:10:07.582:RFLOW:DB.table1:DB.table1:Starting initialization for db_node - node - R6
2020-08-12 21:10:07.582:RFLOW:DB.table1:DB.table1:Generic node class initialization
2020-08-12 21:10:07.583:RFLOW:DB.table1:DB.table1:db_node class initialization
2020-08-12 21:10:07.584:RFLOW:DB.table1:DB.table1:Writing to persistence storage
2020-08-12 21:10:07.586:RFLOW:DB.table2:DB.table2:Starting initialization for db_node - node - R6
2020-08-12 21:10:07.587:RFLOW:DB.table2:DB.table2:Generic node class initialization
2020-08-12 21:10:07.587:RFLOW:DB.table2:DB.table2:db_node class initialization
2020-08-12 21:10:07.588:RFLOW:DB.table2:DB.table2:Writing to persistence storage
2020-08-12 21:10:07.590:RFLOW:DB.table3:DB.table3:Starting initialization for db_node - node - R6
2020-08-12 21:10:07.591:RFLOW:DB.table3:DB.table3:Generic node class initialization
2020-08-12 21:10:07.592:RFLOW:DB.table3:DB.table3:db_node class initialization
2020-08-12 21:10:07.593:RFLOW:DB.table3:DB.table3:Writing to persistence storage
2020-08-12 21:10:07.596:RFLOW:RDATA.table2:RDATA.table2:Starting initialization for r_node - node - R6
2020-08-12 21:10:07.596:RFLOW:RDATA.table2:RDATA.table2:Generic node class initialization
2020-08-12 21:10:07.596:RFLOW:RDATA.table2:RDATA.table2:r_node class initialization
2020-08-12 21:10:07.597:RFLOW:RDATA.table2:RDATA.table2:Setting up cache
2020-08-12 21:10:07.598:RFLOW:RDATA.table2:RDATA.table2:Writing to persistence storage
2020-08-12 21:10:07.610:RFLOW:OUTPUT.publish_rmd:OUTPUT.publish_rmd:Starting initialization for rmd_node - file_node - node - R6
2020-08-12 21:10:07.610:RFLOW:OUTPUT.publish_rmd:OUTPUT.publish_rmd:Generic node class initialization
2020-08-12 21:10:07.611:RFLOW:OUTPUT.publish_rmd:OUTPUT.publish_rmd:file class initialization
2020-08-12 21:10:07.612:RFLOW:OUTPUT.publish_rmd:OUTPUT.publish_rmd:rmd_file class initialization
2020-08-12 21:10:07.613:RFLOW:OUTPUT.publish_rmd:OUTPUT.publish_rmd:Writing to persistence storage
2020-08-12 21:10:07.614:RFLOW:RDATA.table1:Connecting to upstream nodes
2020-08-12 21:10:07.615:RFLOW:RDATA.table2:Connecting to upstream nodes
2020-08-12 21:10:07.615:RFLOW:DB.table1:Connecting to upstream nodes
2020-08-12 21:10:07.616:RFLOW:DB.table2:Connecting to upstream nodes
2020-08-12 21:10:07.617:RFLOW:DB.table3:Connecting to upstream nodes
2020-08-12 21:10:07.618:RFLOW:OUTPUT.publish_rmd:Connecting to upstream nodes
